model_name,experiment_id,block_number,processing_time,input_tokens,output_tokens,retries,average_score,accuracy
ministral-3:8b-cloud,4cc393578859_20260130145612,5,5.139485597610474,1497,935,0,,0.7619047619047619
ministral-3:8b-cloud,4cc393578859_20260130145612,6,2.7117648124694824,1402,439,0,,0.7619047619047619
ministral-3:8b-cloud,1c3d2284e24c_20260130145731,1,7.832840204238892,1444,1414,0,,0.8095238095238095
ministral-3:8b-cloud,1c3d2284e24c_20260130145731,2,5.174068450927734,1482,925,0,,0.8095238095238095
ministral-3:8b-cloud,1c3d2284e24c_20260130145731,3,5.47764253616333,1515,965,0,,0.8095238095238095
ministral-3:8b-cloud,1c3d2284e24c_20260130145731,4,16.951808214187622,1519,3251,0,,0.8095238095238095
ministral-3:8b-cloud,1c3d2284e24c_20260130145731,5,5.176747560501099,1497,948,0,,0.8095238095238095
ministral-3:8b-cloud,1c3d2284e24c_20260130145731,6,3.1271817684173584,1402,510,0,,0.8095238095238095
ministral-3:8b-cloud,b72a93e525e9_20260130145904,1,7.7091147899627686,1444,1382,0,,0.8095238095238095
ministral-3:8b-cloud,b72a93e525e9_20260130145904,2,5.392798185348511,1482,964,0,,0.8095238095238095
ministral-3:8b-cloud,b72a93e525e9_20260130145904,3,5.072900056838989,1515,890,0,,0.8095238095238095
ministral-3:8b-cloud,b72a93e525e9_20260130145904,4,8.341657161712646,1519,1608,0,,0.8095238095238095
ministral-3:8b-cloud,b72a93e525e9_20260130145904,5,4.0001540184021,1497,690,0,,0.8095238095238095
ministral-3:8b-cloud,b72a93e525e9_20260130145904,6,2.912261486053467,1402,452,0,,0.8095238095238095
ministral-3:8b-cloud,7ebaed6ba8c7_20260130150009,1,9.595993995666504,1444,1755,0,,0.8095238095238095
ministral-3:8b-cloud,7ebaed6ba8c7_20260130150009,2,8.162845611572266,1482,936,0,,0.8095238095238095
ministral-3:8b-cloud,7ebaed6ba8c7_20260130150009,3,3.710064172744751,1515,545,0,,0.8095238095238095
ministral-3:8b-cloud,7ebaed6ba8c7_20260130150009,4,8.966088771820068,1519,1461,0,,0.8095238095238095
ministral-3:8b-cloud,7ebaed6ba8c7_20260130150009,5,5.771474838256836,1497,990,0,,0.8095238095238095
ministral-3:8b-cloud,7ebaed6ba8c7_20260130150009,6,4.880159378051758,1402,563,0,,0.8095238095238095
ministral-3:8b-cloud,c92d479f01e2_20260130150129,1,12.606897115707397,1444,2309,0,,0.8095238095238095
ministral-3:8b-cloud,c92d479f01e2_20260130150129,2,6.353254318237305,1482,1141,0,,0.8095238095238095
ministral-3:8b-cloud,c92d479f01e2_20260130150129,3,7.6519811153411865,1515,806,0,,0.8095238095238095
ministral-3:8b-cloud,c92d479f01e2_20260130150129,4,15.521297216415405,1519,1718,0,,0.8095238095238095
ministral-3:8b-cloud,c92d479f01e2_20260130150129,5,4.144310712814331,1497,642,0,,0.8095238095238095
ministral-3:8b-cloud,c92d479f01e2_20260130150129,6,2.506094217300415,1402,391,0,,0.8095238095238095
ministral-3:8b-cloud,96f9dfe02c66_20260130150303,1,8.877336978912354,1444,1521,0,,0.8571428571428571
ministral-3:8b-cloud,96f9dfe02c66_20260130150303,2,9.861462831497192,1482,1211,0,,0.8571428571428571
ministral-3:8b-cloud,96f9dfe02c66_20260130150303,3,7.347236394882202,1515,739,0,,0.8571428571428571
ministral-3:8b-cloud,96f9dfe02c66_20260130150303,4,10.307642936706543,1519,1166,0,,0.8571428571428571
ministral-3:8b-cloud,96f9dfe02c66_20260130150303,5,10.736090183258057,1497,1220,0,,0.8571428571428571
ministral-3:8b-cloud,96f9dfe02c66_20260130150303,6,3.035428285598755,1402,366,0,,0.8571428571428571
ministral-3:8b-cloud,4dd639ebe27a_20260130150442,1,8.132857084274292,1444,1523,0,,0.8095238095238095
ministral-3:8b-cloud,4dd639ebe27a_20260130150442,2,5.821622610092163,1482,1071,0,,0.8095238095238095
ministral-3:8b-cloud,4dd639ebe27a_20260130150442,3,5.916979551315308,1515,1090,0,,0.8095238095238095
ministral-3:8b-cloud,4dd639ebe27a_20260130150442,4,13.248275518417358,1519,1502,0,,0.8095238095238095
ministral-3:8b-cloud,4dd639ebe27a_20260130150442,5,6.388863563537598,1497,1193,0,,0.8095238095238095
ministral-3:8b-cloud,4dd639ebe27a_20260130150442,6,4.873959064483643,1402,433,0,,0.8095238095238095
ministral-3:8b-cloud,133bfcc21b77_20260130150615,1,33.36121392250061,1444,1778,0,,0.8095238095238095
ministral-3:8b-cloud,133bfcc21b77_20260130150615,2,6.119876861572266,1482,1058,0,,0.8095238095238095
ministral-3:8b-cloud,133bfcc21b77_20260130150615,3,4.859334230422974,1515,885,0,,0.8095238095238095
ministral-3:8b-cloud,133bfcc21b77_20260130150615,4,15.872173547744751,1519,3066,0,,0.8095238095238095
ministral-3:8b-cloud,133bfcc21b77_20260130150615,5,12.096734285354614,1497,1362,0,,0.8095238095238095
ministral-3:8b-cloud,133bfcc21b77_20260130150615,6,2.9123587608337402,1402,488,0,,0.8095238095238095
ministral-3:8b-cloud,88bb8152a98e_20260130150816,1,8.59960675239563,1444,1567,0,,0.7619047619047619
ministral-3:8b-cloud,88bb8152a98e_20260130150816,2,13.048904180526733,1482,1157,0,,0.7619047619047619
ministral-3:8b-cloud,88bb8152a98e_20260130150816,3,4.906654357910156,1515,880,0,,0.7619047619047619
ministral-3:8b-cloud,88bb8152a98e_20260130150816,4,13.128395318984985,1519,2558,0,,0.7619047619047619
ministral-3:8b-cloud,88bb8152a98e_20260130150816,5,6.376821756362915,1497,1168,0,,0.7619047619047619
ministral-3:8b-cloud,88bb8152a98e_20260130150816,6,2.7468955516815186,1402,437,0,,0.7619047619047619
ministral-3:8b-cloud,99a01e6fb290_20260130151048,1,27.815014839172363,1095,1417,0,,0.8095238095238095
ministral-3:8b-cloud,99a01e6fb290_20260130151048,2,4.978943824768066,1482,891,0,,0.8095238095238095
ministral-3:8b-cloud,99a01e6fb290_20260130151048,3,5.460489273071289,1515,954,0,,0.8095238095238095
ministral-3:8b-cloud,99a01e6fb290_20260130151048,4,19.27458620071411,1519,3729,0,,0.8095238095238095
ministral-3:8b-cloud,99a01e6fb290_20260130151048,5,6.269842624664307,1497,1112,0,,0.8095238095238095
ministral-3:8b-cloud,99a01e6fb290_20260130151048,6,3.9079718589782715,1402,440,0,,0.8095238095238095
ministral-3:8b-cloud,b0a22f32541a_20260130151241,1,7.3073060512542725,1444,1289,0,,0.7619047619047619
ministral-3:8b-cloud,b0a22f32541a_20260130151241,2,5.41443943977356,1482,997,0,,0.7619047619047619
ministral-3:8b-cloud,b0a22f32541a_20260130151241,3,3.999542713165283,1515,692,0,,0.7619047619047619
ministral-3:8b-cloud,b0a22f32541a_20260130151241,4,10.323843479156494,1519,1984,0,,0.7619047619047619
ministral-3:8b-cloud,b0a22f32541a_20260130151241,5,11.482195377349854,1148,1030,0,,0.7619047619047619
ministral-3:8b-cloud,b0a22f32541a_20260130151241,6,3.5516793727874756,1402,469,0,,0.7619047619047619
ministral-3:8b-cloud,49e940e9caea_20260130155419,1,136.76322078704834,1767,800,2,5.0,0.5238095238095238
ministral-3:8b-cloud,49e940e9caea_20260130155419,2,80.22644209861755,1827,178,1,4.75,0.5238095238095238
ministral-3:8b-cloud,49e940e9caea_20260130155419,3,164.99081015586853,1958,685,2,3.5,0.5238095238095238
ministral-3:8b-cloud,49e940e9caea_20260130155419,4,174.9798448085785,1851,453,2,4.5,0.5238095238095238
ministral-3:8b-cloud,49e940e9caea_20260130155419,5,143.64037656784058,1975,855,2,4.25,0.5238095238095238
ministral-3:8b-cloud,49e940e9caea_20260130155419,6,199.9265742301941,1582,310,2,4.5,0.5238095238095238
ministral-3:8b-cloud,4ccd4b8133fe_20260130160948,1,93.38380694389343,1790,833,1,4.333333333333333,0.6666666666666666
ministral-3:8b-cloud,4ccd4b8133fe_20260130160948,2,84.6281111240387,1801,446,1,5.0,0.6666666666666666
ministral-3:8b-cloud,4ccd4b8133fe_20260130160948,3,142.5676965713501,1925,471,2,4.75,0.6666666666666666
ministral-3:8b-cloud,4ccd4b8133fe_20260130160948,4,135.09187650680542,1902,331,2,4.5,0.6666666666666666
ministral-3:8b-cloud,4ccd4b8133fe_20260130160948,5,297.4280643463135,1497,707,2,2.25,0.6666666666666666
ministral-3:8b-cloud,4ccd4b8133fe_20260130160948,6,53.295074701309204,1602,289,1,4.5,0.6666666666666666
